chest_x,chest_y,chest_z,belt_x,belt_y,belt_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
0.558349147439003,1.072439968585968,-1.0094691812992096,0.6308696269989014,2.332220435142517,0.0036915913224220276,0.8185103535652161,2.788788318634033,0.71788090467453,0.6427696347236633,2.698594808578491,0.8781511187553406
0.5759653449058533,1.115039348602295,-1.0333158373832703,0.6606072336435318,2.38167667388916,0.0033630169928073883,0.8672797083854675,3.3150932788848877,1.1167857646942139,0.614688515663147,3.2534139156341553,1.169366717338562
0.5486688017845154,1.0912867188453674,-0.8399569392204285,0.640572190284729,2.3818061351776123,0.003132956102490425,0.8648697733879089,3.700895071029663,0.948115348815918,0.5708636045455933,3.7245559692382812,0.7722307443618774
0.5455219447612762,1.0796629190444946,-0.6895097196102142,0.6310704946517944,2.389544129371643,0.0030930861830711365,0.8655064702033997,3.9310765266418457,1.0842719078063965,0.5569022297859192,3.941952705383301,0.7390487194061279
0.509750097990036,1.0390444993972778,-0.4088171236217022,0.5361309349536896,2.332304835319519,0.002507336437702179,0.7613190412521362,3.9224283695220947,0.9637888073921204,0.38240015506744385,3.9233694076538086,0.24633638560771942
0.5095457583665848,1.01500403881073,-0.5760485827922821,0.5385615527629852,2.2387384176254272,0.0027216263115406036,0.7673863768577576,4.01559591293335,0.8679653406143188,0.4013056755065918,4.034379482269287,0.23762920498847961
0.5076222792267799,0.989270955324173,-0.6029924899339676,0.5365056395530701,2.18109130859375,0.0028867870569229126,0.767674446105957,4.0155205726623535,0.9711468815803528,0.3989211916923523,4.04272985458374,0.33330482244491577
0.5184614136815071,0.990106463432312,-0.6551422029733658,0.5452244430780411,2.1899651288986206,0.003251727670431137,0.774062991142273,4.059533596038818,1.2382537126541138,0.3800966143608093,4.061964988708496,0.897948145866394
0.5233590453863144,0.9796673953533173,-1.017184466123581,0.5537794828414917,2.195329427719116,0.002934266347438097,0.8062453269958496,4.074033260345459,1.1757729053497314,0.39760535955429077,4.094358921051025,0.9351768493652344
0.5293411165475845,0.9661357402801514,-1.3445706963539124,0.560125082731247,2.181179642677307,0.0027581844478845596,0.8092005848884583,4.050817966461182,1.1430140733718872,0.41535964608192444,4.069615840911865,0.7896472811698914
0.5296820849180222,0.9679128527641296,-0.9441756010055542,0.5591946244239807,2.1849125623703003,0.0022301599383354187,0.808067798614502,4.0577216148376465,1.4525864124298096,0.4131661355495453,4.084301471710205,0.9478998184204102
0.5289971232414246,0.9704996049404144,-0.90414759516716,0.5598259568214417,2.1988927125930786,0.002448221668601036,0.8253759145736694,4.074380397796631,1.2324408292770386,0.43858495354652405,4.111708164215088,0.7828697562217712
0.5344439595937729,0.9722956120967865,-0.8616368174552917,0.5639591366052628,2.2013022899627686,0.002513386309146881,0.8231645822525024,4.070578098297119,1.409450888633728,0.4174589216709137,4.106265544891357,1.1505788564682007
0.5343642458319664,0.9750064611434937,-0.7226543426513672,0.5630411803722382,2.223319172859192,0.002543041482567787,0.8120344877243042,4.103236675262451,1.2887089252471924,0.38689327239990234,4.13458776473999,0.9847014546394348
0.53425682336092,0.9800260365009308,-0.8377000689506531,0.5632917582988739,2.2383047342300415,0.0024342816323041916,0.8137255907058716,4.114793300628662,1.3013060092926025,0.3931310474872589,4.149577617645264,0.9104379415512085
0.5364665761590004,0.9806363880634308,-0.8283997774124146,0.5711858868598938,2.239092469215393,0.0024337265640497208,0.8408244252204895,4.102320194244385,1.2713210582733154,0.4424890875816345,4.140932559967041,0.8591623306274414
0.5342776775360107,0.9811611771583557,-0.821505069732666,0.5706770569086075,2.246099829673767,0.0023931190371513367,0.8406475186347961,4.1038641929626465,1.2554433345794678,0.44834619760513306,4.147090911865234,0.8314474821090698
