chest_x,chest_y,chest_z,belt_x,belt_y,belt_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
0.5681227445602417,1.1426861882209778,-0.36235514283180237,0.699338436126709,2.417562961578369,0.0037119388580322266,0.9334338903427124,4.064406394958496,0.7512843012809753,0.6383499503135681,4.093208312988281,0.8674867749214172
0.5618565082550049,1.0850796103477478,-0.6100494414567947,0.6837041974067688,2.3273500204086304,0.0033340267837047577,0.976191520690918,4.064955234527588,0.4910011291503906,0.6370410919189453,4.096285343170166,0.19653907418251038
0.561775416135788,1.0684830844402313,-0.4858563244342804,0.679435983300209,2.3279037475585938,0.003498455509543419,0.9773820042610168,4.065119743347168,0.5386177897453308,0.6260626912117004,4.102330207824707,0.30493026971817017
0.5629903376102448,1.0574590265750885,-0.4078224301338196,0.6798969507217407,2.3248302936553955,0.0036822110414505005,0.9853423237800598,4.101770401000977,0.524782657623291,0.6335345506668091,4.152102947235107,0.26761505007743835
0.5594715476036072,1.062779575586319,-0.37542498111724854,0.6560452878475189,2.310472846031189,0.00332796573638916,0.9879554510116577,4.103701591491699,0.4535183906555176,0.6217762231826782,4.156584739685059,0.14103010296821594
0.5524130016565323,1.0679696202278137,-0.39947931468486786,0.643649235367775,2.3058063983917236,0.003100290894508362,0.9852910041809082,4.102142810821533,0.5136922001838684,0.6135450601577759,4.152315616607666,0.2602994441986084
0.5495607852935791,1.042576551437378,-0.4156046509742737,0.6327240169048309,2.2468336820602417,0.0032170135527849197,0.9330438375473022,4.065844535827637,0.4914994239807129,0.5489089488983154,4.09747314453125,0.2729329466819763
0.5382229089736938,1.026878833770752,-0.39451882243156433,0.5977640897035599,2.1959561109542847,0.003189168870449066,0.8705844879150391,4.009671688079834,0.49043792486190796,0.5019569993019104,4.040450096130371,0.21614989638328552
0.5362483412027359,1.0404717922210693,-0.3889085501432419,0.5792031288146973,2.224292516708374,0.0031477641314268112,0.8516011238098145,4.017671585083008,0.5762143731117249,0.4809928834438324,4.045384407043457,0.4113447070121765
0.5390940606594086,1.0389951467514038,-0.3113330006599426,0.5874690860509872,2.203794479370117,0.003428846597671509,0.8576658368110657,3.979818105697632,0.37529951333999634,0.4850091338157654,4.000065326690674,0.2892436385154724
0.5398573577404022,1.0422194004058838,-0.33422456681728363,0.5886682122945786,2.204129457473755,0.0035439804196357727,0.8611302375793457,3.9705569744110107,0.4270516335964203,0.48391056060791016,3.994398593902588,0.294335275888443
0.5391800105571747,1.0365260243415833,-0.34542784094810486,0.5937591791152954,2.165482521057129,0.003512069582939148,0.8648737668991089,3.9148941040039062,0.5442155599594116,0.49146008491516113,3.9431538581848145,0.33783069252967834
0.5392670333385468,1.0377137959003448,-0.3761855512857437,0.5950209498405457,2.1818559169769287,0.0035514235496520996,0.8635349273681641,3.9183082580566406,0.900473415851593,0.4808489680290222,3.945067882537842,0.8134222030639648
0.5398982167243958,1.0376425683498383,-0.3923865854740143,0.5965173542499542,2.1773632764816284,0.0035970695316791534,0.8613255620002747,3.894670009613037,0.8857586979866028,0.476742684841156,3.920961856842041,0.8879764676094055
0.5361271351575851,1.0283173620700836,-0.3386879712343216,0.5766057819128036,2.1115885972976685,0.002953285351395607,0.8045324087142944,3.8290584087371826,0.5897225141525269,0.4403812289237976,3.843374490737915,0.3386692702770233
0.5337280929088593,1.0214285254478455,-0.33991101384162903,0.5762643814086914,2.0866239070892334,0.0029645301401615143,0.8057985305786133,3.778642177581787,0.6951298117637634,0.4443626403808594,3.792487144470215,0.43518176674842834
0.5306072682142258,1.0066035985946655,-0.3441329300403595,0.5690428018569946,2.0448027849197388,0.002988237887620926,0.7883975505828857,3.7179148197174072,0.7060052156448364,0.43162092566490173,3.728580951690674,0.45198243856430054
0.5272652134299278,1.0003237426280975,-0.34410765767097473,0.5550843328237534,2.041162371635437,0.0031377896666526794,0.7824121713638306,3.6957850456237793,0.6657848358154297,0.42535844445228577,3.704110622406006,0.5015676617622375
0.5271632298827171,0.9979757964611053,-0.33627675473690033,0.542980507016182,2.0451014041900635,0.0031566321849823,0.7597053647041321,3.6855366230010986,0.5545009970664978,0.40809911489486694,3.6905360221862793,0.42022189497947693
0.5310411900281906,0.9868547022342682,-0.3326849043369293,0.5438450872898102,2.025722861289978,0.0032542049884796143,0.7367228269577026,3.672126531600952,0.3612535297870636,0.3889516592025757,3.6653482913970947,0.32063406705856323
0.5333477705717087,0.9884116053581238,-0.3428417444229126,0.5407170057296753,2.029961347579956,0.003491465002298355,0.7304968237876892,3.6736226081848145,0.37333202362060547,0.3724823594093323,3.6665050983428955,0.5106387734413147
0.5358865633606911,0.9911452829837799,-0.30841778963804245,0.5432426780462265,2.0217478275299072,0.003602113574743271,0.7298116683959961,3.6582984924316406,0.43838539719581604,0.36600571870803833,3.6500871181488037,0.65168696641922
